"REALINCREMENT_1","REALINCREMENT_2","REALINCREMENT_3","REALINCREMENT_4","REALINCREMENT_5","REALINCREMENT_6","REALINCREMENT_7","REALINCREMENT_8","REALINCREMENT_9","REALINCREMENT_10","REALINCREMENT_11","REALINCREMENT_12","REALINCREMENT_13","REALINCREMENT_14","REALINCREMENT_15","REALINCREMENT_16","REALINCREMENT_17","REALINCREMENT_18","REALINCREMENT_19","REALINCREMENT_20","REALINCREMENT_21","REALINCREMENT_22","REALINCREMENT_23","REALINCREMENT_24","REALINCREMENT_25","REALINCREMENT_26","REALINCREMENT_27","REALINCREMENT_28","REALINCREMENT_29","REALINCREMENT_30","REALINCREMENT_31","REALINCREMENT_32","REALINCREMENT_33","REALINCREMENT_34","REALINCREMENT_35","REALINCREMENT_36","REALINCREMENT_37","REALINCREMENT_38","REALINCREMENT_39","REALINCREMENT_40","REALINCREMENT_41","REALINCREMENT_42","REALINCREMENT_43","REALINCREMENT_44","REALINCREMENT_45","REALINCREMENT_46","REALINCREMENT_47","REALINCREMENT_48"
0,0,0,0,12,0,13,12,12,38,62,62,37,0,38,0,12,13,37,38,12,0,13,12,25,0,0,0,0,0,0,25,12,63,25,50,25,12,0,13,0,12,13,0,0,12,25,13
0,0,0,12,0,13,12,12,38,62,62,37,0,38,0,12,13,37,38,12,0,13,12,25,0,0,0,0,0,0,25,12,63,25,50,25,12,0,13,0,12,13,0,0,12,25,13,0
12,0,13,12,12,38,62,62,37,0,38,0,12,13,37,38,12,0,13,12,25,0,0,0,0,0,0,25,12,63,25,50,25,12,0,13,0,12,13,0,0,12,25,13,0,0,0,0
12,12,38,62,62,37,0,38,0,12,13,37,38,12,0,13,12,25,0,0,0,0,0,0,25,12,63,25,50,25,12,0,13,0,12,13,0,0,12,25,13,0,0,0,0,12,0,0
12,38,62,62,37,0,38,0,12,13,37,38,12,0,13,12,25,0,0,0,0,0,0,25,12,63,25,50,25,12,0,13,0,12,13,0,0,12,25,13,0,0,0,0,12,0,0,12
62,62,37,0,38,0,12,13,37,38,12,0,13,12,25,0,0,0,0,0,0,25,12,63,25,50,25,12,0,13,0,12,13,0,0,12,25,13,0,0,0,0,12,0,0,12,13,62
13,12,25,0,0,0,0,0,0,25,12,63,25,50,25,12,0,13,0,12,13,0,0,12,25,13,0,0,0,0,12,0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38
0,0,0,25,12,63,25,50,25,12,0,13,0,12,13,0,0,12,25,13,0,0,0,0,12,0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0
25,12,63,25,50,25,12,0,13,0,12,13,0,0,12,25,13,0,0,0,0,12,0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0
25,50,25,12,0,13,0,12,13,0,0,12,25,13,0,0,0,0,12,0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62
50,25,12,0,13,0,12,13,0,0,12,25,13,0,0,0,0,12,0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50
25,12,0,13,0,12,13,0,0,12,25,13,0,0,0,0,12,0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13
13,0,12,13,0,0,12,25,13,0,0,0,0,12,0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0
0,12,13,0,0,12,25,13,0,0,0,0,12,0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0
13,0,0,12,25,13,0,0,0,0,12,0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50
0,12,25,13,0,0,0,0,12,0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0
12,25,13,0,0,0,0,12,0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0
0,12,0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0
0,0,12,13,62,12,38,0,12,25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0
25,13,25,50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38
50,24,0,0,38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25
38,0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25
0,37,0,0,0,0,0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0
0,25,0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0
0,13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0
13,0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13
0,62,50,13,12,0,0,0,50,50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62
50,13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12
13,0,0,0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13
0,0,0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12
0,0,0,0,0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13
0,0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0
0,0,0,37,25,50,37,25,37,38,0,0,25,25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0
25,12,13,25,0,0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38
0,12,0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0
0,0,0,0,0,0,13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12
13,62,25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13
25,50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0
50,100,12,63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37
63,25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52
25,0,25,12,13,0,0,12,0,13,12,0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50
0,0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12
0,0,0,13,0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0
0,37,50,50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0
50,24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25
24,13,37,25,0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50
0,12,0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37
0,38,12,0,0,13,0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38
0,0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25
0,12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0
12,0,0,0,0,0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0
0,13,0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0
0,0,37,13,50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0
50,52,50,0,12,25,13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25
13,50,25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0
25,12,13,0,0,12,0,0,0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0,13,0
0,0,0,0,12,25,50,37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0,13,0,50,12,13,25,0,12,0,0
37,88,0,37,25,38,0,12,13,0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0,13,0,50,12,13,25,0,12,0,0,0,0,0,0,38,12,37
0,12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0,13,0,50,12,13,25,0,12,0,0,0,0,0,0,38,12,37,0,0,0,25,13,25,12,38,50
12,25,0,0,13,0,12,0,0,0,0,25,12,25,25,100,25,12,0,12,0,13,0,50,12,13,25,0,12,0,0,0,0,0,0,38,12,37,0,0,0,25,13,25,12,38,50,12
0,0,0,0,25,12,25,25,100,25,12,0,12,0,13,0,50,12,13,25,0,12,0,0,0,0,0,0,38,12,37,0,0,0,25,13,25,12,38,50,12,25,12,0,0,13,0,0
0,0,25,12,25,25,100,25,12,0,12,0,13,0,50,12,13,25,0,12,0,0,0,0,0,0,38,12,37,0,0,0,25,13,25,12,38,50,12,25,12,0,0,13,0,0,0,0
25,12,25,25,100,25,12,0,12,0,13,0,50,12,13,25,0,12,0,0,0,0,0,0,38,12,37,0,0,0,25,13,25,12,38,50,12,25,12,0,0,13,0,0,0,0,12,0
25,100,25,12,0,12,0,13,0,50,12,13,25,0,12,0,0,0,0,0,0,38,12,37,0,0,0,25,13,25,12,38,50,12,25,12,0,0,13,0,0,0,0,12,0,38,12,25
100,25,12,0,12,0,13,0,50,12,13,25,0,12,0,0,0,0,0,0,38,12,37,0,0,0,25,13,25,12,38,50,12,25,12,0,0,13,0,0,0,0,12,0,38,12,25,38
12,0,12,0,13,0,50,12,13,25,0,12,0,0,0,0,0,0,38,12,37,0,0,0,25,13,25,12,38,50,12,25,12,0,0,13,0,0,0,0,12,0,38,12,25,38,25,62
0,12,0,13,0,50,12,13,25,0,12,0,0,0,0,0,0,38,12,37,0,0,0,25,13,25,12,38,50,12,25,12,0,0,13,0,0,0,0,12,0,38,12,25,38,25,62,38
13,25,0,12,0,0,0,0,0,0,38,12,37,0,0,0,25,13,25,12,38,50,12,25,12,0,0,13,0,0,0,0,12,0,38,12,25,38,25,62,38,62,13,25,25,50,25,0
0,0,0,0,38,12,37,0,0,0,25,13,25,12,38,50,12,25,12,0,0,13,0,0,0,0,12,0,38,12,25,38,25,62,38,62,13,25,25,50,25,0,0,12,13,0,0,0
0,0,38,12,37,0,0,0,25,13,25,12,38,50,12,25,12,0,0,13,0,0,0,0,12,0,38,12,25,38,25,62,38,62,13,25,25,50,25,0,0,12,13,0,0,0,0,0
38,12,37,0,0,0,25,13,25,12,38,50,12,25,12,0,0,13,0,0,0,0,12,0,38,12,25,38,25,62,38,62,13,25,25,50,25,0,0,12,13,0,0,0,0,0,0,0
37,0,0,0,25,13,25,12,38,50,12,25,12,0,0,13,0,0,0,0,12,0,38,12,25,38,25,62,38,62,13,25,25,50,25,0,0,12,13,0,0,0,0,0,0,0,12,63
50,12,25,12,0,0,13,0,0,0,0,12,0,38,12,25,38,25,62,38,62,13,25,25,50,25,0,0,12,13,0,0,0,0,0,0,0,12,63,74,25,25,50,25,25,0,0,25
0,0,13,0,0,0,0,12,0,38,12,25,38,25,62,38,62,13,25,25,50,25,0,0,12,13,0,0,0,0,0,0,0,12,63,74,25,25,50,25,25,0,0,25,12,13,12,0
0,0,0,12,0,38,12,25,38,25,62,38,62,13,25,25,50,25,0,0,12,13,0,0,0,0,0,0,0,12,63,74,25,25,50,25,25,0,0,25,12,13,12,0,0,0,0,0
0,12,0,38,12,25,38,25,62,38,62,13,25,25,50,25,0,0,12,13,0,0,0,0,0,0,0,12,63,74,25,25,50,25,25,0,0,25,12,13,12,0,0,0,0,0,0,0
38,12,25,38,25,62,38,62,13,25,25,50,25,0,0,12,13,0,0,0,0,0,0,0,12,63,74,25,25,50,25,25,0,0,25,12,13,12,0,0,0,0,0,0,0,0,0,0
12,25,38,25,62,38,62,13,25,25,50,25,0,0,12,13,0,0,0,0,0,0,0,12,63,74,25,25,50,25,25,0,0,25,12,13,12,0,0,0,0,0,0,0,0,0,0,13
25,38,25,62,38,62,13,25,25,50,25,0,0,12,13,0,0,0,0,0,0,0,12,63,74,25,25,50,25,25,0,0,25,12,13,12,0,0,0,0,0,0,0,0,0,0,13,12
38,25,62,38,62,13,25,25,50,25,0,0,12,13,0,0,0,0,0,0,0,12,63,74,25,25,50,25,25,0,0,25,12,13,12,0,0,0,0,0,0,0,0,0,0,13,12,50
25,62,38,62,13,25,25,50,25,0,0,12,13,0,0,0,0,0,0,0,12,63,74,25,25,50,25,25,0,0,25,12,13,12,0,0,0,0,0,0,0,0,0,0,13,12,50,38
62,38,62,13,25,25,50,25,0,0,12,13,0,0,0,0,0,0,0,12,63,74,25,25,50,25,25,0,0,25,12,13,12,0,0,0,0,0,0,0,0,0,0,13,12,50,38,12
62,13,25,25,50,25,0,0,12,13,0,0,0,0,0,0,0,12,63,74,25,25,50,25,25,0,0,25,12,13,12,0,0,0,0,0,0,0,0,0,0,13,12,50,38,12,13,12
25,25,50,25,0,0,12,13,0,0,0,0,0,0,0,12,63,74,25,25,50,25,25,0,0,25,12,13,12,0,0,0,0,0,0,0,0,0,0,13,12,50,38,12,13,12,0,90
0,12,13,0,0,0,0,0,0,0,12,63,74,25,25,50,25,25,0,0,25,12,13,12,0,0,0,0,0,0,0,0,0,0,13,12,50,38,12,13,12,0,90,0,0,0,37,13
12,13,0,0,0,0,0,0,0,12,63,74,25,25,50,25,25,0,0,25,12,13,12,0,0,0,0,0,0,0,0,0,0,13,12,50,38,12,13,12,0,90,0,0,0,37,13,0
